name,faction,id,ship,points,upgradecount,uselesscount,uselesscost,upgrade00,upgrade01,upgrade02,upgrade03,upgrade04,upgrade05,upgrade06,upgrade07,upgrade08,upgrade09,agility,hull,shields,attack,initiative,useless00,useless01,useless02,useless03
Paul Heaver,galacticempire,lieutenantsai,lambdaclasst4ashuttle,65,3,0,0,advancedsensors,directorkrennic,st321,,,,,,,,1,6,4,3,3,,,,
Paul Heaver,galacticempire,deathfire,tiesabomber,47,2,0,0,plasmatorpedoes,stealthdevice,,,,,,,,,2,6,0,2,2,,,,
Paul Heaver,galacticempire,redline,tiecapunisher,61,1,0,0,plasmatorpedoes,,,,,,,,,,1,6,3,2,5,,,,
Paul Heaver,galacticempire,valenrudor,tielnfighter,27,0,0,0,,,,,,,,,,,3,3,0,2,3,,,,
Paul Johnson,rebelalliance,chopper,vcx100lightfreighter,80,3,0,0,dorsalturret,sawgerrera,ghost,,,,,,,,0,10,4,4,2,,,,
Paul Johnson,rebelalliance,zeborrelios-sheathipedeclassshuttle,sheathipedeclassshuttle,37,2,1,3,r3astromech,phantom,,,,,,,,,2,4,1,2,2,r3astromech,,,
Paul Johnson,rebelalliance,fennrau-sheathipedeclassshuttle,sheathipedeclassshuttle,50,0,0,0,,,,,,,,,,,2,4,1,2,6,,,,
Paul Johnson,rebelalliance,rebelscout,hwk290lightfreighter,30,0,0,0,,,,,,,,,,,2,3,2,2,2,,,,
Pete Lambro,galacticrepublic,bluesquadronprotector,v19torrentstarfighter,27,0,0,0,,,,,,,,,,,2,5,0,2,3,,,,
Pete Lambro,galacticrepublic,jediknight,delta7aethersprite,39,1,0,0,calibratedlasertargeting,,,,,,,,,,3,3,1,2,3,,,,
Pete Lambro,galacticrepublic,ricolie,nabooroyaln1starfighter,48,1,0,0,outmaneuver,,,,,,,,,,2,3,2,2,5,,,,
Pete Lambro,galacticrepublic,jag,arc170starfighter,48,0,0,0,,,,,,,,,,,1,6,3,3,3,,,,
Pete Lambro,galacticrepublic,barrissoffee,delta7aethersprite,38,0,0,0,,,,,,,,,,,3,3,1,2,4,,,,
Phil Kirby,galacticempire,vizier,tiereaper,56,2,0,0,moffjerjerrod,hullupgrade,,,,,,,,,1,7,2,3,2,,,,
Phil Kirby,galacticempire,fifthbrother,tieadvancedv1,48,1,0,0,magpulsewarheads,,,,,,,,,,3,2,2,2,4,,,,
Phil Kirby,galacticempire,howlrunner,tielnfighter,46,0,0,0,,,,,,,,,,,3,3,0,2,5,,,,
Phil Kirby,galacticempire,tomaxbren,tiesabomber,46,2,0,0,iontorpedoes,protonbombs,,,,,,,,,2,6,0,2,5,,,,
Phillip Pond,firstorder,backdraft,tiesffighter,61,4,0,0,primedthrusters,protonrockets,firecontrolsystem,hullupgrade,,,,,,,2,4,3,2,4,,,,
Phillip Pond,firstorder,static,tiefofighter,41,2,0,0,trickshot,advancedoptics,,,,,,,,,3,3,1,2,4,,,,
Phillip Pond,firstorder,avenger,tievnsilencer,60,1,0,0,advancedoptics,,,,,,,,,,3,4,2,3,3,,,,
Phillip Pond,firstorder,omegasquadronace,tiefofighter,35,1,0,0,primedthrusters,,,,,,,,,,3,3,1,2,3,,,,
Plammi,firstorder,zetasquadronsurvivor,tiesffighter,58,4,0,0,patternanalyzer,homingmissiles,specialforcesgunner,staticdischargevanes,,,,,,,2,3,3,2,2,,,,
Plammi,firstorder,recoil,tievnsilencer,72,2,0,0,daredevil,protontorpedoes,,,,,,,,,3,4,2,3,4,,,,
Plammi,firstorder,avenger,tievnsilencer,63,2,0,0,intimidation,advancedoptics,,,,,,,,,3,4,2,3,3,,,,
Preston Person,rebelalliance,evaanverlaine,btla4ywing,76,5,0,0,dorsalturret,advprotontorpedoes,r3astromech,seismiccharges,lukeskywalker,,,,,,1,6,2,2,3,,,,
Preston Person,rebelalliance,lothalrebel,vcx100lightfreighter,70,1,0,0,shieldupgrade,,,,,,,,,,0,10,5,4,2,,,,
Preston Person,rebelalliance,lowhhrick,auzituckgunship,52,0,0,0,,,,,,,,,,,1,6,2,3,3,,,,
Quentin Keller,galacticempire,coloneljendon,lambdaclasst4ashuttle,57,1,0,0,admiralsloane,,,,,,,,,,1,6,4,3,3,,,,
Quentin Keller,galacticempire,baronoftheempire,tieadvancedv1,30,0,0,0,,,,,,,,,,,3,2,2,2,3,,,,
Quentin Keller,galacticempire,blacksquadronace,tielnfighter,31,2,0,0,intimidation,targetingcomputer,,,,,,,,,3,3,0,2,3,,,,
Quentin Keller,galacticempire,scimitarsquadronpilot,tiesabomber,44,3,0,0,magpulsewarheads,protonbombs,connernets,,,,,,,,2,6,0,2,2,,,,
Quentin Keller,galacticempire,majorrhymer,tiesabomber,38,1,0,0,ruthless,,,,,,,,,,2,6,0,2,4,,,,
"Raphael ""GreenDragoon"" Iselin",galacticrepublic,dineeellberger,nabooroyaln1starfighter,52,3,0,0,marksmanship,r2astromech,iontorpedoes,,,,,,,,2,3,2,2,3,,,,
"Raphael ""GreenDragoon"" Iselin",galacticrepublic,axe,v19torrentstarfighter,37,1,0,0,lonewolf,,,,,,,,,,2,5,0,2,3,,,,
"Raphael ""GreenDragoon"" Iselin",galacticrepublic,obiwankenobi,delta7aethersprite,57,2,0,0,r4p17,calibratedlasertargeting,,,,,,,,,3,3,1,2,5,,,,
"Raphael ""GreenDragoon"" Iselin",galacticrepublic,macewindu,delta7aethersprite,53,2,0,0,r2c4,calibratedlasertargeting,,,,,,,,,3,3,1,2,4,,,,
Ray Wickham,galacticempire,maarekstele,tieadvancedx1,53,2,0,0,protonrockets,munitionsfailsafe,,,,,,,,,3,3,2,2,5,,,,
Ray Wickham,galacticempire,vizier,tiereaper,54,2,0,0,grandmofftarkin,targetingcomputer,,,,,,,,,1,6,2,3,2,,,,
Ray Wickham,galacticempire,vedfoslo,tieadvancedx1,54,1,0,0,advancedsensors,,,,,,,,,,3,3,2,2,4,,,,
Ray Wickham,galacticempire,stormsquadronace,tieadvancedx1,39,0,0,0,,,,,,,,,,,3,3,2,2,3,,,,
raymondliong,rebelalliance,dashrendar,yt2400lightfreighter,107,2,0,0,landocalrissian,outrider,,,,,,,,,2,6,4,4,5,,,,
raymondliong,rebelalliance,sabinewren,attackshuttle,41,1,0,0,phantom,,,,,,,,,,2,3,1,3,3,,,,
raymondliong,rebelalliance,magvayarro,ut60duwing,50,1,0,0,pivotwing,,,,,,,,,,2,5,3,3,3,,,,
Rhett Eldred,rebelalliance,cassianandor,ut60duwing,54,2,0,0,selfless,pivotwing,,,,,,,,,2,5,3,3,3,,,,
Rhett Eldred,rebelalliance,greensquadronpilot,rz1awing,32,0,0,0,,,,,,,,,,,3,2,2,2,3,,,,
Rhett Eldred,rebelalliance,outerrimsmuggler,modifiedyt1300lightfreighter,83,2,0,0,sawgerrera,engineupgrade,,,,,,,,,1,8,5,3,1,,,,
Rhett Eldred,rebelalliance,captainrex,tielnfighter,30,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Ricardo Lopez,firstorder,epsilonsquadroncadet,tiefofighter,31,1,0,0,targetingsynchronizer,,,,,,,,,,3,3,1,2,1,,,,
Ricardo Lopez,firstorder,lieutenanttavson,upsilonclassshuttle,74,3,0,0,captainphasma,tractorbeam,firecontrolsystem,,,,,,,,1,6,6,4,3,,,,
Ricardo Lopez,firstorder,lieutenantlehuse,tiesffighter,49,1,0,0,specialforcesgunner,,,,,,,,,,2,3,3,2,5,,,,
Ricardo Lopez,firstorder,zetasquadronsurvivor,tiesffighter,42,1,0,0,specialforcesgunner,,,,,,,,,,2,3,3,2,2,,,,
Richard Hines,firstorder,backdraft,tiesffighter,39,0,0,0,,,,,,,,,,,2,3,3,2,4,,,,
Richard Hines,firstorder,avenger,tievnsilencer,63,1,0,0,protonrockets,,,,,,,,,,3,4,2,3,3,,,,
Richard Hines,firstorder,quickdraw,tiesffighter,69,5,0,0,proudtradition,biohexacryptcodes,homingmissiles,specialforcesgunner,stealthdevice,,,,,,2,3,3,2,6,,,,
Richard Hines,firstorder,lieutenantrivas,tiefofighter,28,1,0,0,biohexacryptcodes,,,,,,,,,,3,3,1,2,1,,,,
Rinehart,scumandvillainy,ig88c,aggressorassaultfighter,74,3,1,1,intimidation,proximitymines,delayedfuses,,,,,,,,3,5,3,3,4,delayedfuses,,,
Rinehart,scumandvillainy,captainjostero,kihraxzfighter,42,0,0,0,,,,,,,,,,,2,5,1,3,3,,,,
Rinehart,scumandvillainy,overseeryushyn,modifiedtielnfighter,26,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Rinehart,scumandvillainy,skullsquadronpilot,fangfighter,56,1,0,0,plasmatorpedoes,,,,,,,,,,3,4,0,3,4,,,,
Robbie Connolly,resistance,lulolampar,rz2awing,44,1,0,0,heroic,,,,,,,,,,3,2,2,2,5,,,,
Robbie Connolly,resistance,r1j5,fireball,48,3,1,5,clustermissiles,rosetico,hullupgrade,,,,,,,,2,7,0,2,1,clustermissiles,,,
Robbie Connolly,resistance,nodinchavdri,resistancetransport,56,3,0,0,tractorbeam,protontorpedoes,r5astromech,,,,,,,,1,5,3,2,2,,,,
Robbie Connolly,resistance,kazudaxiono,fireball,49,2,0,0,bb8,advancedslam,,,,,,,,,2,6,0,2,4,,,,
Robby Goodhue,scumandvillainy,captainjostero,kihraxzfighter,49,1,0,0,protonrockets,,,,,,,,,,2,5,1,3,3,,,,
Robby Goodhue,scumandvillainy,ig88d,aggressorassaultfighter,66,2,0,0,jammingbeam,seismiccharges,,,,,,,,,3,5,3,3,4,,,,
Robby Goodhue,scumandvillainy,crymorahgoon,btla4ywing,30,0,0,0,,,,,,,,,,,1,6,2,2,1,,,,
Robby Goodhue,scumandvillainy,talonbanecobra,kihraxzfighter,55,1,0,0,clustermissiles,,,,,,,,,,2,5,1,3,5,,,,
Robert Blackstock,scumandvillainy,gandfindsman,g1astarfighter,41,0,0,0,,,,,,,,,,,1,5,4,3,1,,,,
Robert Blackstock,scumandvillainy,autopilotdrone,escapecraft,12,0,0,0,,,,,,,,,,,2,2,2,2,1,,,,
Robert Blackstock,scumandvillainy,landocalrissian,customizedyt1300lightfreighter,49,0,0,0,,,,,,,,,,,1,8,3,2,4,,,,
Robert Blackstock,scumandvillainy,ketsuonyo,lancerclasspursuitcraft,70,1,0,0,shadowcaster,,,,,,,,,,2,8,2,3,5,,,,
Robert Blackstock,scumandvillainy,outerrimpioneer,escapecraft,28,0,0,0,,,,,,,,,,,2,2,2,2,3,,,,
Robert Kukuchka,galacticrepublic,r2d2,btlbywing,51,3,0,0,intimidation,ioncannonturret,c3po-republic,,,,,,,,1,5,3,2,2,,,,
Robert Kukuchka,galacticrepublic,oddball,v19torrentstarfighter,41,2,0,0,predator,clustermissiles,,,,,,,,,2,5,0,2,5,,,,
Robert Kukuchka,galacticrepublic,wolffe,arc170starfighter,50,0,0,0,,,,,,,,,,,1,6,3,3,4,,,,
Robert Kukuchka,galacticrepublic,anakinskywalker-nabooroyaln1starfighter,nabooroyaln1starfighter,58,2,0,0,r5astromech,protontorpedoes,,,,,,,,,2,3,2,2,4,,,,
Robin Farndon,galacticrepublic,tucker,v19torrentstarfighter,36,1,0,0,protonrockets,,,,,,,,,,2,5,0,2,2,,,,
Robin Farndon,galacticrepublic,ricolie,nabooroyaln1starfighter,60,3,0,0,firecontrolsystem,r2astromech,plasmatorpedoes,,,,,,,,2,3,2,2,5,,,,
Robin Farndon,galacticrepublic,sinker,arc170starfighter,75,2,0,0,protontorpedoes,perceptivecopilot,,,,,,,,,1,6,3,3,3,,,,
Robin Farndon,galacticrepublic,goldsquadrontrooper,v19torrentstarfighter,27,1,0,0,electronicbaffle,,,,,,,,,,2,5,0,2,2,,,,
Rodrigo Denicol,galacticempire,doubleedge,tieagaggressor,40,3,0,0,predator,ioncannonturret,ionmissiles,,,,,,,,2,4,1,2,2,,,,
Rodrigo Denicol,galacticempire,captainkagi,lambdaclasst4ashuttle,71,3,0,0,informant,darthvader,st321,,,,,,,,1,6,4,3,4,,,,
Rodrigo Denicol,galacticempire,onyxsquadronscout,tieagaggressor,36,1,0,0,barragerockets,,,,,,,,,,2,4,1,2,3,,,,
Rodrigo Denicol,galacticempire,captainjonus,tiesabomber,52,1,0,0,protonrockets,,,,,,,,,,2,6,0,2,4,,,,
RoelBesters,firstorder,kyloren,tievnsilencer,96,4,0,0,hate,patternanalyzer,iontorpedoes,magpulsewarheads,,,,,,,3,4,2,3,5,,,,
RoelBesters,firstorder,captaincardinal,upsilonclassshuttle,72,2,0,0,captainphasma,heavylasercannon,,,,,,,,,1,6,6,4,4,,,,
RoelBesters,firstorder,null,tiefofighter,30,0,0,0,,,,,,,,,,,3,3,1,2,0,,,,
"Rolando ""roshow"" Garcia",galacticempire,alphasquadronpilot,tieininterceptor,31,0,0,0,,,,,,,,,,,3,3,0,3,1,,,,
"Rolando ""roshow"" Garcia",galacticempire,vagabond,tieskstriker,39,2,0,0,crackshot,seismiccharges,,,,,,,,,2,4,0,3,2,,,,
"Rolando ""roshow"" Garcia",galacticempire,deathrain,tiecapunisher,74,5,0,0,trajectorysimulator,iontorpedoes,protonrockets,clustermissiles,ionbombs,,,,,,1,6,3,2,4,,,,
"Rolando ""roshow"" Garcia",galacticempire,lieutenantsai,lambdaclasst4ashuttle,56,1,0,0,admiralsloane,,,,,,,,,,1,6,4,3,3,,,,
Romain Bonnet,firstorder,lieutenantrivas,tiefofighter,35,2,1,3,patternanalyzer,targetingcomputer,,,,,,,,,3,3,1,2,1,targetingcomputer,,,
Romain Bonnet,firstorder,recoil,tievnsilencer,71,2,0,0,primedthrusters,advprotontorpedoes,,,,,,,,,3,4,2,3,4,,,,
Romain Bonnet,firstorder,backdraft,tiesffighter,59,2,0,0,specialforcesgunner,advancedsensors,,,,,,,,,2,3,3,2,4,,,,
Romain Bonnet,firstorder,static,tiefofighter,33,0,0,0,,,,,,,,,,,3,3,1,2,4,,,,
Ron Brannan,rebelalliance,hortonsalm,btla4ywing,63,5,0,0,debrisgambit,dorsalturret,advprotontorpedoes,connernets,hotshotgunner,,,,,,1,6,2,2,4,,,,
Ron Brannan,rebelalliance,zeborrelios-tielnfighter,tielnfighter,24,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Ron Brannan,rebelalliance,esegetuketu,btls8kwing,63,4,0,0,ionmissiles,hotshotgunner,niennunb,seismiccharges,,,,,,,1,6,3,2,3,,,,
Ron Brannan,rebelalliance,roarkgarnet,hwk290lightfreighter,49,2,0,0,informant,staticdischargevanes,,,,,,,,,2,3,2,2,4,,,,
Ronny Herget,rebelalliance,knavesquadronescort,ewing,59,1,0,0,plasmatorpedoes,,,,,,,,,,3,3,3,3,2,,,,
Ronny Herget,rebelalliance,dutchvander,btla4ywing,66,5,0,0,crackshot,dorsalturret,protontorpedoes,hullupgrade,connernets,,,,,,1,7,2,2,4,,,,
Ronny Herget,rebelalliance,airencracken,z95af4headhunter,49,2,0,0,protonrockets,stealthdevice,,,,,,,,,2,2,2,2,5,,,,
Ronny Herget,rebelalliance,zeborrelios-tielnfighter,tielnfighter,24,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
RonPon,galacticrepublic,tucker,v19torrentstarfighter,36,2,0,0,homingmissiles,electronicbaffle,,,,,,,,,2,5,0,2,2,,,,
RonPon,galacticrepublic,macewindu,delta7aethersprite,80,4,0,0,sense,r5astromech,delta7b,stealthdevice,,,,,,,2,3,3,3,4,,,,
RonPon,galacticrepublic,r2d2,btlbywing,53,3,0,0,ioncannonturret,agilegunner,protonbombs,,,,,,,,1,5,3,2,2,,,,
RonPon,galacticrepublic,bluesquadronprotector,v19torrentstarfighter,28,1,0,0,crackshot,,,,,,,,,,2,5,0,2,3,,,,
Runningtargetnz,galacticrepublic,goji,btlbywing,37,1,0,0,ioncannonturret,,,,,,,,,,1,5,3,2,2,,,,
Runningtargetnz,galacticrepublic,ahsokatano,delta7aethersprite,48,1,0,0,r4pastromech,,,,,,,,,,3,3,1,2,3,,,,
Runningtargetnz,galacticrepublic,104thbattalionpilot,arc170starfighter,42,0,0,0,,,,,,,,,,,1,6,3,3,2,,,,
Runningtargetnz,galacticrepublic,axe,v19torrentstarfighter,32,0,0,0,,,,,,,,,,,2,5,0,2,3,,,,
Runningtargetnz,galacticrepublic,anakinskywalker-nabooroyaln1starfighter,nabooroyaln1starfighter,41,0,0,0,,,,,,,,,,,2,3,2,2,4,,,,
Ryan Becker,scumandvillainy,ahhav,modifiedtielnfighter,37,1,0,0,snapshot,,,,,,,,,,3,3,0,2,3,,,,
Ryan Becker,scumandvillainy,shadowporthunter,lancerclasspursuitcraft,60,1,0,0,novicetechnician,,,,,,,,,,2,8,2,3,2,,,,
Ryan Becker,scumandvillainy,shadowporthunter,lancerclasspursuitcraft,58,1,0,0,contrabandcybernetics,,,,,,,,,,2,8,2,3,2,,,,
Ryan Becker,scumandvillainy,cartelexecutioner,m12lkimogilafighter,45,1,0,0,r5p8,,,,,,,,,,1,7,2,3,3,,,,
Ryan Burnett,separatistalliance,petranakiarenaace,nantexclassstarfighter,40,1,0,0,predator,,,,,,,,,,3,4,0,3,4,,,,
Ryan Burnett,separatistalliance,gorgol,nantexclassstarfighter,38,1,0,0,treacherous,,,,,,,,,,3,4,0,3,2,,,,
Ryan Burnett,separatistalliance,precisehunter,vultureclassdroidfighter,28,1,0,0,hullupgrade,,,,,,,,,,2,4,0,2,3,,,,
Ryan Burnett,separatistalliance,countdooku,sithinfiltrator,93,6,0,0,proximitymines,heightenedperception,munitionsfailsafe,kraken,scimitar,advprotontorpedoes,,,,,1,6,4,3,3,,,,
Ryan Costello,firstorder,commandermalarus,tiefofighter,38,0,0,0,,,,,,,,,,,3,3,1,2,5,,,,
Ryan Costello,firstorder,avenger,tievnsilencer,56,0,0,0,,,,,,,,,,,3,4,2,3,3,,,,
Ryan Costello,firstorder,rush,tievnsilencer,61,1,0,0,advancedoptics,,,,,,,,,,3,4,2,3,2,,,,
Ryan Costello,firstorder,firstorderprovocateur,tiebainterceptor,45,0,0,0,,,,,,,,,,,3,2,2,3,3,,,,
Ryan Crocker,scumandvillainy,crymorahgoon,btla4ywing,32,2,0,0,bt1,r5tk,,,,,,,,,1,6,2,2,1,,,,
Ryan Crocker,scumandvillainy,landocalrissian-escapecraft,escapecraft,29,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
Ryan Crocker,scumandvillainy,ig88a,aggressorassaultfighter,80,3,0,0,collisiondetector,ionbombs,ig2000,,,,,,,,3,5,3,3,4,,,,
Ryan Crocker,scumandvillainy,kavil,btla4ywing,57,3,0,0,lonewolf,dorsalturret,proximitymines,,,,,,,,1,6,2,2,5,,,,
Ryan Staniszewski,firstorder,captainphasma,tiesffighter,49,4,0,0,composure,biohexacryptcodes,concussionmissiles,firecontrolsystem,,,,,,,2,3,3,2,4,,,,
Ryan Staniszewski,firstorder,midnight,tiefofighter,42,0,0,0,,,,,,,,,,,3,3,1,2,6,,,,
Ryan Staniszewski,firstorder,firstordertestpilot,tievnsilencer,56,0,0,0,,,,,,,,,,,3,4,2,3,4,,,,
Ryan Staniszewski,firstorder,ember,tiebainterceptor,52,0,0,0,,,,,,,,,,,3,2,2,3,4,,,,
Sam Dameron,firstorder,captainphasma,tiesffighter,50,2,1,1,specialforcesgunner,munitionsfailsafe,,,,,,,,,2,3,3,2,4,munitionsfailsafe,,,
Sam Dameron,firstorder,omegasquadronexpert,tiesffighter,39,1,0,0,patternanalyzer,,,,,,,,,,2,3,3,2,3,,,,
Sam Dameron,firstorder,midnight,tiefofighter,53,2,0,0,lonewolf,targetingsynchronizer,,,,,,,,,3,3,1,2,6,,,,
Sam Dameron,firstorder,sienarjaemusengineer,tievnsilencer,56,1,0,0,primedthrusters,,,,,,,,,,3,4,2,3,1,,,,
Sam McLain,scumandvillainy,hansolo,customizedyt1300lightfreighter,73,6,0,0,fearless,protonrockets,freelanceslicer,greedo,electronicbaffle,landosmillenniumfalcon,,,,,1,8,3,2,6,,,,
Sam McLain,scumandvillainy,quinnjast,m3ainterceptor,32,1,0,0,crackshot,,,,,,,,,,3,3,1,2,3,,,,
Sam McLain,scumandvillainy,sunnybounder,m3ainterceptor,30,1,0,0,autoblasters,,,,,,,,,,3,3,1,2,1,,,,
Sam McLain,scumandvillainy,bossk-z95af4headhunter,z95af4headhunter,34,1,0,0,hullupgrade,,,,,,,,,,2,3,2,2,4,,,,
Sam McLain,scumandvillainy,outerrimpioneer,escapecraft,30,1,0,0,predator,,,,,,,,,,2,2,2,2,3,,,,
Sam Page,firstorder,rush,tievnsilencer,63,1,0,0,primedthrusters,,,,,,,,,,3,4,2,3,2,,,,
Sam Page,firstorder,firstorderprovocateur,tiebainterceptor,50,1,0,0,clustermissiles,,,,,,,,,,3,2,2,3,3,,,,
Sam Page,firstorder,firstorderprovocateur,tiebainterceptor,52,1,0,0,hullupgrade,,,,,,,,,,3,3,2,3,3,,,,
Sam Page,firstorder,scorch,tiefofighter,33,0,0,0,,,,,,,,,,,3,3,1,2,4,,,,
SamTinSquadron,galacticempire,majorvermeil,tiereaper,70,4,0,0,marksmanship,agentkallus,grandinquisitor,tacticalscrambler,,,,,,,1,6,2,3,4,,,,
SamTinSquadron,galacticempire,doubleedge,tieagaggressor,33,2,1,1,dorsalturret,munitionsfailsafe,,,,,,,,,2,4,1,2,2,munitionsfailsafe,,,
SamTinSquadron,galacticempire,onyxsquadronscout,tieagaggressor,40,2,0,0,ioncannonturret,protonrockets,,,,,,,,,2,4,1,2,3,,,,
SamTinSquadron,galacticempire,vizier,tiereaper,56,1,0,0,emperorpalpatine,,,,,,,,,,1,6,2,3,2,,,,
Samuel Melhado,rebelalliance,mirandadoni,btls8kwing,62,4,0,0,barragerockets,jynerso,clustermines,tacticalscrambler,,,,,,,1,6,3,2,4,,,,
Samuel Melhado,rebelalliance,wildspacefringer,yt2400lightfreighter,83,3,1,2,skilledbombardier,tacticalscrambler,deadmansswitch,,,,,,,,2,6,4,4,1,skilledbombardier,,,
Samuel Melhado,rebelalliance,fennrau-sheathipedeclassshuttle,sheathipedeclassshuttle,53,2,1,3,r3astromech,phantom,,,,,,,,,2,4,1,2,6,r3astromech,,,
Samuel Moorhead,firstorder,omegasquadronexpert,tiesffighter,47,2,0,0,deuteriumpowercells,ionmissiles,,,,,,,,,2,3,3,2,3,,,,
Samuel Moorhead,firstorder,lieutenantdormitz,upsilonclassshuttle,86,2,0,0,targetingsynchronizer,advancedsensors,,,,,,,,,1,6,6,4,2,,,,
Samuel Moorhead,firstorder,pettyofficerthanisson,upsilonclassshuttle,67,2,0,0,perceptivecopilot,jammingbeam,,,,,,,,,1,6,6,4,1,,,,
Sara Tessem,separatistalliance,wattambor,belbullab22starfighter,54,3,0,0,marksmanship,tv94,soullessone,,,,,,,,2,5,2,3,3,,,,
Sara Tessem,separatistalliance,darthmaul,sithinfiltrator,69,1,0,0,scimitar,,,,,,,,,,1,6,4,3,5,,,,
Sara Tessem,separatistalliance,precisehunter,vultureclassdroidfighter,24,1,0,0,grapplingstruts,,,,,,,,,,2,3,0,2,3,,,,
Sara Tessem,separatistalliance,petranakiarenaace,nantexclassstarfighter,52,1,0,0,ensnare,,,,,,,,,,3,4,0,3,4,,,,
Scott Bellamy,rebelalliance,braylenstramm,asf01bwing,56,4,1,1,jammingbeam,stabilizedsfoils,delayedfuses,marksmanship,,,,,,,1,4,4,3,4,delayedfuses,,,
Scott Bellamy,rebelalliance,norrawexley,arc170starfighter,76,3,1,1,perceptivecopilot,munitionsfailsafe,squadleader,,,,,,,,1,6,3,3,5,munitionsfailsafe,,,
Scott Bellamy,rebelalliance,janors,hwk290lightfreighter,43,1,0,0,jynerso,,,,,,,,,,2,3,2,2,5,,,,
Scott Bellamy,rebelalliance,banditsquadronpilot,z95af4headhunter,22,0,0,0,,,,,,,,,,,2,2,2,2,1,,,,
Scott Canham,rebelalliance,ap5,sheathipedeclassshuttle,46,2,0,0,leiaorgana,r2astromech,,,,,,,,,2,4,1,2,1,,,,
Scott Canham,rebelalliance,lothalrebel,vcx100lightfreighter,76,3,2,2,advprotontorpedoes,delayedfuses,skilledbombardier,,,,,,,,0,10,4,4,2,delayedfuses,skilledbombardier,,
Scott Canham,rebelalliance,wildspacefringer,yt2400lightfreighter,77,0,0,0,,,,,,,,,,,2,6,4,4,1,,,,
Scott Collins,galacticempire,countessryad,tieddefender,95,3,0,0,snapshot,passivesensors,autoblasters,,,,,,,,3,3,4,3,4,,,,
Scott Collins,galacticempire,grandinquisitor,tieadvancedv1,58,2,0,0,brilliantevasion,passivesensors,,,,,,,,,3,2,2,2,5,,,,
Scott Collins,galacticempire,lieutenantkarsabi,alphaclassstarwing,46,3,1,0,trickshot,homingmissiles,xg1assaultconfiguration,,,,,,,,2,4,3,2,3,xg1assaultconfiguration,,,
Sean Pohl,galacticempire,whisper,tiephphantom,69,3,0,0,ruthless,collisiondetector,hullupgrade,,,,,,,,2,4,2,3,5,,,,
Sean Pohl,galacticempire,maarekstele,tieadvancedx1,53,3,0,0,marksmanship,firecontrolsystem,clustermissiles,,,,,,,,3,3,2,2,5,,,,
Sean Pohl,galacticempire,seynmarana,tielnfighter,33,1,0,0,swarmtactics,,,,,,,,,,3,3,0,2,4,,,,
Sean Pohl,galacticempire,idenversio,tielnfighter,44,1,0,0,targetingcomputer,,,,,,,,,,3,3,0,2,4,,,,
Sebastien Demers,scumandvillainy,shadowporthunter,lancerclasspursuitcraft,66,3,0,0,informant,deadmansswitch,feedbackarray,,,,,,,,2,8,2,3,2,,,,
Sebastien Demers,scumandvillainy,jakkugunrunner,quadrijettransferspacetug,30,0,0,0,,,,,,,,,,,2,5,0,2,1,,,,
Sebastien Demers,scumandvillainy,drearenthal,btla4ywing,54,1,0,0,ioncannonturret,,,,,,,,,,1,6,2,2,4,,,,
Sebastien Demers,scumandvillainy,blacksunenforcer,starviperclassattackplatform,45,0,0,0,,,,,,,,,,,3,4,1,3,2,,,,
Sebastien Ledieu ,firstorder,omegasquadronexpert,tiesffighter,37,1,0,0,elusive,,,,,,,,,,2,3,3,2,3,,,,
Sebastien Ledieu ,firstorder,ember,tiebainterceptor,52,0,0,0,,,,,,,,,,,3,2,2,3,4,,,,
Sebastien Ledieu ,firstorder,holo,tiebainterceptor,54,0,0,0,,,,,,,,,,,3,2,2,3,5,,,,
Sebastien Ledieu ,firstorder,quickdraw,tiesffighter,55,1,0,0,specialforcesgunner,,,,,,,,,,2,3,3,2,6,,,,
Sebon,firstorder,avenger,tievnsilencer,69,2,0,0,primedthrusters,iontorpedoes,,,,,,,,,3,4,2,3,3,,,,
Sebon,firstorder,firstorderprovocateur,tiebainterceptor,53,1,0,0,shieldupgrade,,,,,,,,,,3,2,3,3,3,,,,
Sebon,firstorder,lieutenantrivas,tiefofighter,27,0,0,0,,,,,,,,,,,3,3,1,2,1,,,,
Sebon,firstorder,firstorderprovocateur,tiebainterceptor,50,1,0,0,patternanalyzer,,,,,,,,,,3,2,2,3,3,,,,
Seth Dunlap,galacticempire,puresabacc,tieskstriker,45,1,0,0,marksmanship,,,,,,,,,,2,4,0,3,4,,,,
Seth Dunlap,galacticempire,countdown,tieskstriker,50,1,0,0,connernets,,,,,,,,,,2,4,0,3,4,,,,
Seth Dunlap,galacticempire,majorvynder,alphaclassstarwing,60,4,0,0,passivesensors,protontorpedoes,advancedslam,os1arsenalloadout,,,,,,,2,4,3,2,4,,,,
Seth Dunlap,galacticempire,idenversio,tielnfighter,41,0,0,0,,,,,,,,,,,3,3,0,2,4,,,,
Shawn Ramberg,rebelalliance,roguesquadronescort,ewing,68,2,0,0,plasmatorpedoes,r5d8,,,,,,,,,3,3,3,3,4,,,,
