listid,faction,id,ship,points,upgradecount,uselesscount,uselesscost,upgrade00,upgrade01,upgrade02,upgrade03,upgrade04,upgrade05,upgrade06,upgrade07,upgrade08,upgrade09,agility,hull,shields,attack,initiative,useless00,useless01,useless02,useless03,yasb
NickArrow#1,resistance,nodinchavdri,resistancetransport,36,0,0,0,,,,,,,,,,,1,5,3,2,2,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346X198W232W234WWW2WY389XWW198WWWW317WW108Y352XWWWWWWY348X186WW&sn=Unsaved%20Squadron&obs=&fbclid=IwAR2_mCL0eB9cyejKPejhHkUU32yLqylxgwe36E1d-Waa4oOk1wB9P_9C70U
NickArrow#1,resistance,vimoradi,resistancetransportpod,31,1,0,0,advancedoptics,,,,,,,,,,2,3,1,2,1,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346X198W232W234WWW2WY389XWW198WWWW317WW108Y352XWWWWWWY348X186WW&sn=Unsaved%20Squadron&obs=&fbclid=IwAR2_mCL0eB9cyejKPejhHkUU32yLqylxgwe36E1d-Waa4oOk1wB9P_9C70U
NickArrow#2,separatistalliance,countdooku,sithinfiltrator,83,3,0,0,kraken,scimitar,advprotontorpedoes,,,,,,,,1,6,4,3,3,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z326XW102WW109WY311XW208W236Y334XWW134WWWWW216W222Y308XWW&sn=Random%20Squad&obs=
NickArrow#2,separatistalliance,captainsear,belbullab22starfighter,45,0,0,0,,,,,,,,,,,2,3,2,3,2,,,,,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z326XW102WW109WY311XW208W236Y334XWW134WWWWW216W222Y308XWW&sn=Random%20Squad&obs=
Niklas God#1,scumandvillainy,l337-escapecraft,escapecraft,32,2,0,0,hullupgrade,marksmanship,,,,,,,,,2,3,2,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z95X125WW164Y132XWW311Y146XWWWWWWY157X126WWWY111XWWWW&sn=Random%20Squad&obs=
Niklas God#1,scumandvillainy,serissu,m3ainterceptor,47,1,0,0,magpulsewarheads,,,,,,,,,,3,3,1,2,5,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z95X125WW164Y132XWW311Y146XWWWWWWY157X126WWWY111XWWWW&sn=Random%20Squad&obs=
Niklas God#1,scumandvillainy,lokrevenant,scurrgh6bomber,45,0,0,0,,,,,,,,,,,1,6,4,3,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z95X125WW164Y132XWW311Y146XWWWWWWY157X126WWWY111XWWWW&sn=Random%20Squad&obs=
Niklas God#1,scumandvillainy,kaatoleeachos,z95af4headhunter,33,1,0,0,outmaneuver,,,,,,,,,,2,2,2,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z95X125WW164Y132XWW311Y146XWWWWWWY157X126WWWY111XWWWW&sn=Random%20Squad&obs=
Niklas God#1,scumandvillainy,gandfindsman,g1astarfighter,41,0,0,0,,,,,,,,,,,1,5,4,3,1,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z95X125WW164Y132XWW311Y146XWWWWWWY157X126WWWY111XWWWW&sn=Random%20Squad&obs=
Niklas God#2,galacticempire,baronoftheempire,tieadvancedv1,36,1,0,0,collisiondetector,,,,,,,,,,3,2,2,2,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z172XW112WY166XW13WWWW162Y161XW111W136W101WW144W11Y190X138WWWW&sn=Random%20Squad&obs=
Niklas God#2,galacticempire,lieutenantsai,lambdaclasst4ashuttle,54,2,0,0,tractorbeam,st321,,,,,,,,,1,6,4,3,3,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z172XW112WY166XW13WWWW162Y161XW111W136W101WW144W11Y190X138WWWW&sn=Random%20Squad&obs=
Niklas God#2,galacticempire,majorvynder,alphaclassstarwing,74,5,0,0,ioncannon,xg1assaultconfiguration,ionmissiles,advancedsensors,protontorpedoes,,,,,,2,4,3,2,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z172XW112WY166XW13WWWW162Y161XW111W136W101WW144W11Y190X138WWWW&sn=Random%20Squad&obs=
Niklas God#2,galacticempire,sienarspecialist,tieagaggressor,31,1,0,0,ioncannonturret,,,,,,,,,,2,4,1,2,2,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z172XW112WY166XW13WWWW162Y161XW111W136W101WW144W11Y190X138WWWW&sn=Random%20Squad&obs=
NilsTillander#1,galacticrepublic,anakinskywalker,delta7aethersprite,75,3,0,0,r4p17,calibratedlasertargeting,heightenedperception,,,,,,,,3,3,1,2,6,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z340X120W136W54W88W6W165Y273X72W214W200WY333X119WWW&sn=Random%20Squad&obs=
NilsTillander#1,galacticrepublic,ricolie,nabooroyaln1starfighter,45,1,0,0,elusive,,,,,,,,,,2,3,2,2,5,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z340X120W136W54W88W6W165Y273X72W214W200WY333X119WWW&sn=Random%20Squad&obs=
NilsTillander#2,rebelalliance,phoenixsquadronpilot,rz1awing,33,1,0,0,ionmissiles,,,,,,,,,,3,2,2,2,1,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z53XW101Y1X234W0WW142Y41XWW41WWWY15X&sn=Random%20Squad&obs=
NilsTillander#2,rebelalliance,bluesquadronescort,t65xwing,51,3,0,0,chopper,servomotorsfoils,plasmatorpedoes,,,,,,,,2,4,2,3,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z53XW101Y1X234W0WW142Y41XWW41WWWY15X&sn=Random%20Squad&obs=
NilsTillander#2,rebelalliance,wildspacefringer,yt2400lightfreighter,89,1,0,0,kananjarrus,,,,,,,,,,2,6,4,4,1,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z53XW101Y1X234W0WW142Y41XWW41WWWY15X&sn=Random%20Squad&obs=
NilsTillander#2,rebelalliance,zeborrelios-tielnfighter,tielnfighter,24,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z53XW101Y1X234W0WW142Y41XWW41WWWY15X&sn=Random%20Squad&obs=
No Pickles#1,galacticrepublic,goldsquadrontrooper,v19torrentstarfighter,29,1,0,0,ionmissiles,,,,,,,,,,2,5,0,2,2,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321X101WY342XWW53WWWY275XWWWY313XWWWY363XWWWWW&sn=Random%20Squad&obs=
No Pickles#1,galacticrepublic,wolffe,arc170starfighter,54,1,0,0,novicetechnician,,,,,,,,,,1,6,3,3,4,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321X101WY342XWW53WWWY275XWWWY313XWWWY363XWWWWW&sn=Random%20Squad&obs=
No Pickles#1,galacticrepublic,barrissoffee,delta7aethersprite,38,0,0,0,,,,,,,,,,,3,3,1,2,4,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321X101WY342XWW53WWWY275XWWWY313XWWWY363XWWWWW&sn=Random%20Squad&obs=
No Pickles#1,galacticrepublic,saeseetiin,delta7aethersprite,43,0,0,0,,,,,,,,,,,3,3,1,2,4,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321X101WY342XWW53WWWY275XWWWY313XWWWY363XWWWWW&sn=Random%20Squad&obs=
No Pickles#1,galacticrepublic,goji,btlbywing,32,0,0,0,,,,,,,,,,,1,5,3,2,2,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321X101WY342XWW53WWWY275XWWWY313XWWWY363XWWWWW&sn=Random%20Squad&obs=
No Pickles#2,rebelalliance,herasyndulla,attackshuttle,38,1,0,0,phantom,,,,,,,,,,2,3,1,3,5,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z65XWWWW167Y76XW11W10W234WW313Y71XWWWWY56XWWY54XWW&sn=Random%20Squad&obs=
No Pickles#2,rebelalliance,bluesquadronpilot,asf01bwing,63,4,0,0,ioncannon,heavylasercannon,stabilizedsfoils,plasmatorpedoes,,,,,,,1,4,4,3,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z65XWWWW167Y76XW11W10W234WW313Y71XWWWWY56XWWY54XWW&sn=Random%20Squad&obs=
No Pickles#2,rebelalliance,zeborrelios-sheathipedeclassshuttle,sheathipedeclassshuttle,34,0,0,0,,,,,,,,,,,2,4,1,2,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z65XWWWW167Y76XW11W10W234WW313Y71XWWWWY56XWWY54XWW&sn=Random%20Squad&obs=
No Pickles#2,rebelalliance,talasquadronpilot,z95af4headhunter,24,0,0,0,,,,,,,,,,,2,2,2,2,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z65XWWWW167Y76XW11W10W234WW313Y71XWWWWY56XWWY54XWW&sn=Random%20Squad&obs=
No Pickles#2,rebelalliance,airencracken,z95af4headhunter,36,0,0,0,,,,,,,,,,,2,2,2,2,5,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z65XWWWW167Y76XW11W10W234WW313Y71XWWWWY56XWWY54XWW&sn=Random%20Squad&obs=
Noah Hallett#1,scumandvillainy,zealousrecruit,fangfighter,47,1,0,0,advprotontorpedoes,,,,,,,,,,3,4,0,3,1,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102X134Y112XWWW91WWW156Y159XWWY120XWWWWWY159XWW&sn=Random%20Squad&obs=
Noah Hallett#1,scumandvillainy,palobgodalhi,hwk290lightfreighter,62,2,0,0,cloakingdevice,moldycrow,,,,,,,,,2,3,2,2,3,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102X134Y112XWWW91WWW156Y159XWWY120XWWWWWY159XWW&sn=Random%20Squad&obs=
Noah Hallett#1,scumandvillainy,binayrepirate,z95af4headhunter,22,0,0,0,,,,,,,,,,,2,2,2,2,1,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102X134Y112XWWW91WWW156Y159XWWY120XWWWWWY159XWW&sn=Random%20Squad&obs=
Noah Hallett#1,scumandvillainy,graz,kihraxzfighter,46,0,0,0,,,,,,,,,,,2,5,1,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102X134Y112XWWW91WWW156Y159XWWY120XWWWWWY159XWW&sn=Random%20Squad&obs=
Noah Hallett#1,scumandvillainy,binayrepirate,z95af4headhunter,22,0,0,0,,,,,,,,,,,2,2,2,2,1,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102X134Y112XWWW91WWW156Y159XWWY120XWWWWWY159XWW&sn=Random%20Squad&obs=
Noah Hallett#2,firstorder,null,tiefofighter,36,1,0,0,staticdischargevanes,,,,,,,,,,3,3,1,2,0,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290XW109Y282XWW30WWWWWY261X202W106Y266XWWY267XWW&sn=Random%20Squad&obs=
Noah Hallett#2,firstorder,captaincardinal,upsilonclassshuttle,65,1,0,0,freelanceslicer,,,,,,,,,,1,6,6,4,4,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290XW109Y282XWW30WWWWWY261X202W106Y266XWWY267XWW&sn=Random%20Squad&obs=
Noah Hallett#2,firstorder,tn3465,tiefofighter,31,2,0,0,electronicbaffle,biohexacryptcodes,,,,,,,,,3,3,1,2,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290XW109Y282XWW30WWWWWY261X202W106Y266XWWY267XWW&sn=Random%20Squad&obs=
Noah Hallett#2,firstorder,commandermalarus,tiefofighter,38,0,0,0,,,,,,,,,,,3,3,1,2,5,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290XW109Y282XWW30WWWWWY261X202W106Y266XWWY267XWW&sn=Random%20Squad&obs=
Noah Hallett#2,firstorder,omegasquadronace,tiefofighter,28,0,0,0,,,,,,,,,,,3,3,1,2,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290XW109Y282XWW30WWWWWY261X202W106Y266XWWY267XWW&sn=Random%20Squad&obs=
Noah Routhier#1,firstorder,firstorderprovocateur,tiebainterceptor,64,3,0,0,clustermissiles,lonewolf,deuteriumpowercells,,,,,,,,3,2,2,3,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X124W318W98WY382X132W202WWY237XW178WW&sn=Random%20Squad&obs=
Noah Routhier#1,firstorder,holo,tiebainterceptor,59,2,0,0,swarmtactics,biohexacryptcodes,,,,,,,,,3,2,2,3,5,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X124W318W98WY382X132W202WWY237XW178WW&sn=Random%20Squad&obs=
Noah Routhier#1,firstorder,blackout,tievnsilencer,72,1,0,0,primedthrusters,,,,,,,,,,3,4,2,3,5,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X124W318W98WY382X132W202WWY237XW178WW&sn=Random%20Squad&obs=
Noah Routhier#2,scumandvillainy,nomlumb,jumpmaster5000,44,3,0,0,bt1,deadmansswitch,electronicbaffle,,,,,,,,2,6,3,2,1,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z400XWWW79W93W106WY91X101W36WWW96WWY118X234WWWW93W236WY151XWWW&sn=Random%20Squad&obs=
Noah Routhier#2,scumandvillainy,l337,customizedyt1300lightfreighter,58,3,0,0,ig88d,riggedcargochute,ionmissiles,,,,,,,,1,8,3,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z400XWWW79W93W106WY91X101W36WWW96WWY118X234WWWW93W236WY151XWWW&sn=Random%20Squad&obs=
Noah Routhier#2,scumandvillainy,blacksunenforcer,starviperclassattackplatform,45,0,0,0,,,,,,,,,,,3,4,1,3,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z400XWWW79W93W106WY91X101W36WWW96WWY118X234WWWW93W236WY151XWWW&sn=Random%20Squad&obs=
Old Man Sam#1,galacticempire,vedfoslo,tieadvancedx1,56,2,0,0,afterburners,trajectorysimulator,,,,,,,,,3,3,2,2,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z175XW114WW105Y396X133W134WWW54W76W69WWY178XWW&sn=Random%20Squad&obs=
Old Man Sam#1,galacticempire,mornakee,vt49decimator,106,5,0,0,perceptivecopilot,protonbombs,agilegunner,trickshot,advprotontorpedoes,,,,,,0,12,4,3,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z175XW114WW105Y396X133W134WWW54W76W69WWY178XWW&sn=Random%20Squad&obs=
Old Man Sam#1,galacticempire,tempestsquadronpilot,tieadvancedx1,36,0,0,0,,,,,,,,,,,3,3,2,2,2,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z175XW114WW105Y396X133W134WWW54W76W69WWY178XWW&sn=Random%20Squad&obs=
Old Man Sam#2,firstorder,omegasquadronexpert,tiesffighter,47,2,0,0,ionmissiles,deuteriumpowercells,,,,,,,,,2,3,3,2,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z285XW318W101WWWY238X177WWW53WWW111WY281XWWWWW12WW&sn=Random%20Squad&obs=
Old Man Sam#2,firstorder,lieutenantdormitz,upsilonclassshuttle,90,3,0,0,novicetechnician,advancedsensors,targetingsynchronizer,,,,,,,,1,6,6,4,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z285XW318W101WWWY238X177WWW53WWW111WY281XWWWWW12WW&sn=Random%20Squad&obs=
Old Man Sam#2,firstorder,pettyofficerthanisson,upsilonclassshuttle,59,1,0,0,jammingbeam,,,,,,,,,,1,6,6,4,1,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z285XW318W101WWWY238X177WWW53WWW111WY281XWWWWW12WW&sn=Random%20Squad&obs=
Old Sarge#1,firstorder,blackout,tievnsilencer,70,2,0,0,proudtradition,patternanalyzer,,,,,,,,,3,4,2,3,5,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z237X319W206WWY384XWW100W108Y251X185WWWW180W12WW&sn=Random%20Squad&obs=
Old Sarge#1,firstorder,firstorderprovocateur,tiebainterceptor,51,2,0,0,homingmissiles,munitionsfailsafe,,,,,,,,,3,2,2,3,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z237X319W206WWY384XWW100W108Y251X185WWWW180W12WW&sn=Random%20Squad&obs=
Old Sarge#1,firstorder,majorstridan,upsilonclassshuttle,77,3,0,0,jammingbeam,generalhux,hyperspacetrackingdata,,,,,,,,1,6,6,4,4,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z237X319W206WWY384XWW100W108Y251X185WWWW180W12WW&sn=Random%20Squad&obs=
Old Sarge#2,rebelalliance,bladesquadronveteran,asf01bwing,67,3,0,0,ioncannon,afterburners,protontorpedoes,,,,,,,,1,4,4,3,3,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z75XWW11WW136W105WY12XWWWW165W142Y15XY73XWWWWWW&sn=Random%20Squad&obs=
Old Sarge#2,rebelalliance,kullbeesperado,t65xwing,52,2,0,0,servomotorsfoils,shieldupgrade,,,,,,,,,2,4,3,3,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z75XWW11WW136W105WY12XWWWW165W142Y15XY73XWWWWWW&sn=Random%20Squad&obs=
Old Sarge#2,rebelalliance,zeborrelios-tielnfighter,tielnfighter,24,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z75XWW11WW136W105WY12XWWWW165W142Y15XY73XWWWWWW&sn=Random%20Squad&obs=
Old Sarge#2,rebelalliance,braylenstramm,asf01bwing,52,0,0,0,,,,,,,,,,,1,4,4,3,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z75XWW11WW136W105WY12XWWWW165W142Y15XY73XWWWWWW&sn=Random%20Squad&obs=
OmegaLeader#1,firstorder,tn3465,tiefofighter,41,2,0,0,hullupgrade,primedthrusters,,,,,,,,,3,4,1,2,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z261X178W164Y382X132WWW236Y235XWWY259X177WWWWY263XWW&sn=Random%20Squad&obs=
OmegaLeader#1,firstorder,muse,tiefofighter,30,0,0,0,,,,,,,,,,,3,3,1,2,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z261X178W164Y382X132WWW236Y235XWWY259X177WWWWY263XWW&sn=Random%20Squad&obs=
OmegaLeader#1,firstorder,zetasquadronsurvivor,tiesffighter,38,1,0,0,targetingsynchronizer,,,,,,,,,,2,3,3,2,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z261X178W164Y382X132WWW236Y235XWWY259X177WWWWY263XWW&sn=Random%20Squad&obs=
OmegaLeader#1,firstorder,longshot,tiefofighter,31,0,0,0,,,,,,,,,,,3,3,1,2,3,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z261X178W164Y382X132WWW236Y235XWWY259X177WWWWY263XWW&sn=Random%20Squad&obs=
OmegaLeader#2,scumandvillainy,kadsolus,fangfighter,54,0,0,0,,,,,,,,,,,3,4,0,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z99XWY115XW136W232WW86WWW159W8Y398XW101WWY95XWW&sn=Random%20Squad&obs=
OmegaLeader#2,scumandvillainy,dengar,jumpmaster5000,85,5,0,0,r5p8,autoblasters,hotshotgunner,punishingone,protontorpedoes,,,,,,2,6,3,2,6,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z99XWY115XW136W232WW86WWW159W8Y398XW101WWY95XWW&sn=Random%20Squad&obs=
OmegaLeader#2,scumandvillainy,bossk-z95af4headhunter,z95af4headhunter,33,1,0,0,ionmissiles,,,,,,,,,,2,2,2,2,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z99XWY115XW136W232WW86WWW159W8Y398XW101WWY95XWW&sn=Random%20Squad&obs=
OmegaLeader#2,scumandvillainy,l337-escapecraft,escapecraft,26,0,0,0,,,,,,,,,,,2,2,2,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z99XWY115XW136W232WW86WWW159W8Y398XW101WWY95XWW&sn=Random%20Squad&obs=
Opirian#1,scumandvillainy,hiredgun,btla4ywing,58,5,0,0,r5tk,ionbombs,angleddeflectors,composure,protontorpedoes,,,,,,1,6,1,2,2,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z87X115WW136WW9W317WW247Y145X132W138WW86WWWW149WW1Y105XWWWW71WWW&sn=Random%20Squad&obs=
Opirian#1,scumandvillainy,kathscarlet,firesprayclasspatrolcraft,75,1,0,0,seismiccharges,,,,,,,,,,2,6,4,3,4,,,,,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z87X115WW136WW9W317WW247Y145X132W138WW86WWWW149WW1Y105XWWWW71WWW&sn=Random%20Squad&obs=
Opirian#2,galacticrepublic,oddball-btlbywing,btlbywing,75,6,0,0,ionbombs,seventhfleetgunner,munitionsfailsafe,swarmtactics,advprotontorpedoes,ioncannonturret,,,,,1,5,3,2,5,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X132W138W134W227WW317W108Y280XW32WWWY320XWWY315XWW&sn=Random%20Squad&obs=
Opirian#2,galacticrepublic,sinker,arc170starfighter,64,1,0,0,gnkgonkdroid,,,,,,,,,,1,6,3,3,3,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X132W138W134W227WW317W108Y280XW32WWWY320XWWY315XWW&sn=Random%20Squad&obs=
Opirian#2,galacticrepublic,bluesquadronprotector,v19torrentstarfighter,27,0,0,0,,,,,,,,,,,2,5,0,2,3,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X132W138W134W227WW317W108Y280XW32WWWY320XWWY315XWW&sn=Random%20Squad&obs=
Opirian#2,galacticrepublic,kickback,v19torrentstarfighter,33,0,0,0,,,,,,,,,,,2,5,0,2,4,,,,,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X132W138W134W227WW317W108Y280XW32WWWY320XWWY315XWW&sn=Random%20Squad&obs=
Orpheus_16#1,rebelalliance,mirandadoni,btls8kwing,77,3,0,0,electroprotonbomb,veteranturretgunner,protontorpedoes,,,,,,,,1,6,3,2,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z17X136WWW90WWW235WY24X113WW4W164Y58XWWW&sn=Random%20Squad&obs=
Orpheus_16#1,rebelalliance,knavesquadronescort,ewing,62,3,0,0,r3astromech,hullupgrade,firecontrolsystem,,,,,,,,3,4,3,3,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z17X136WWW90WWW235WY24X113WW4W164Y58XWWW&sn=Random%20Squad&obs=
Orpheus_16#1,rebelalliance,wullffwarro,auzituckgunship,56,0,0,0,,,,,,,,,,,1,6,2,3,4,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z17X136WWW90WWW235WY24X113WW4W164Y58XWWW&sn=Random%20Squad&obs=
Orpheus_16#2,firstorder,zetasquadronpilot,tiefofighter,26,0,0,0,,,,,,,,,,,3,3,1,2,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z281X177WW184WWW232WW236Y268XWY259XWWWWY382XW186WW&sn=Random%20Squad&obs=
Orpheus_16#2,firstorder,zetasquadronsurvivor,tiesffighter,32,0,0,0,,,,,,,,,,,2,3,3,2,2,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z281X177WW184WWW232WW236Y268XWY259XWWWWY382XW186WW&sn=Random%20Squad&obs=
Orpheus_16#2,firstorder,holo,tiebainterceptor,58,1,0,0,advancedoptics,,,,,,,,,,3,2,2,3,5,,,,,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z281X177WW184WWW232WW236Y268XWY259XWWWWY382XW186WW&sn=Random%20Squad&obs=
Paul Johnson NZ#1,resistance,resistancesympathizer,scavengedyt1300,79,4,0,0,informant,finn,inertialdampeners,reysmillenniumfalcon,,,,,,,1,8,3,3,2,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z349XW186WW249Y295XWW37W174W95WW193Y380XW6WWW108W315Y347X177WW135WWW5W&sn=Random%20Squad&obs=
Paul Johnson NZ#1,resistance,pammichnerrogoode,resistancetransport,50,3,0,0,r4astromech,targetingsynchronizer,iontorpedoes,,,,,,,,1,5,3,2,3,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z349XW186WW249Y295XWW37W174W95WW193Y380XW6WWW108W315Y347X177WW135WWW5W&sn=Random%20Squad&obs=
Paul Johnson NZ#2,rebelalliance,chopper,vcx100lightfreighter,81,3,0,0,advancedsensors,ghost,dorsalturret,,,,,,,,0,10,4,4,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z63XW111W137WWWWW148Y71XWWW4W167Y69XWWWWY49XWWWW&sn=Random%20Squad&obs=
Paul Johnson NZ#2,rebelalliance,fennrau-sheathipedeclassshuttle,sheathipedeclassshuttle,50,0,0,0,,,,,,,,,,,2,4,1,2,6,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z63XW111W137WWWWW148Y71XWWW4W167Y69XWWWWY49XWWWW&sn=Random%20Squad&obs=
Paul Johnson NZ#2,rebelalliance,rebelscout,hwk290lightfreighter,30,0,0,0,,,,,,,,,,,2,3,2,2,2,,,,,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z63XW111W137WWWWW148Y71XWWW4W167Y69XWWWWY49XWWWW&sn=Random%20Squad&obs=
Paul Owen#1,resistance,jophseastriker,t70xwing,53,2,0,0,integratedsfoils,daredevil,,,,,,,,,2,4,3,3,3,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z292X114WW188W88WW317WWY253X117WWW175WWWY295XWWW174WWW&sn=Random%20Squad&obs=
Paul Owen#1,resistance,resistancesympathizer,scavengedyt1300,70,1,0,0,finn,,,,,,,,,,1,8,3,3,2,,,,,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z292X114WW188W88WW317WWY253X117WWW175WWWY295XWWW174WWW&sn=Random%20Squad&obs=
Paul Owen#2,galacticempire,sabersquadronace,tieininterceptor,37,1,0,0,ruthless,,,,,,,,,,3,3,0,3,4,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z181X128WWY190X137W102WW76WY186XWW109Y224XWY178XW311W&sn=Random%20Squad&obs=
Paul Owen#2,galacticempire,sienarspecialist,tieagaggressor,44,3,0,0,agilegunner,protonrockets,dorsalturret,,,,,,,,2,4,1,2,2,,,,,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z181X128WWY190X137W102WW76WY186XWW109Y224XWY178XW311W&sn=Random%20Squad&obs=
