name,rank,faction,id,ship,points,upgradecount,uselesscount,uselesscost,upgrade00,upgrade01,upgrade02,upgrade03,upgrade04,upgrade05,upgrade06,upgrade07,upgrade08,upgrade09,agility,hull,shields,attack,initiative,useless00,useless01,useless02,useless03
Brett Bird,512,galacticempire,deathfire,tiesabomber,37,1,0,0,clustermissiles,,,,,,,,,,2,6,0,2,2,,,,
Chris Borzumato,512,scumandvillainy,asajjventress,lancerclasspursuitcraft,86,4,0,0,lattsrazzi,contrabandcybernetics,inertialdampeners,shadowcaster,,,,,,,2,8,2,3,4,,,,
Chris Borzumato,512,scumandvillainy,constablezuvio,quadrijettransferspacetug,39,2,0,0,freelanceslicer,feedbackarray,,,,,,,,,2,5,0,2,4,,,,
Chris Borzumato,512,scumandvillainy,genesisred,m3ainterceptor,45,2,0,0,shieldupgrade,concussionmissiles,,,,,,,,,3,3,2,2,4,,,,
Chris Borzumato,512,scumandvillainy,bossk-z95af4headhunter,z95af4headhunter,29,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
Dale Bennion,512,resistance,logisticsdivisionpilot,resistancetransport,47,4,1,1,primedthrusters,seasonednavigator,tacticalofficer,munitionsfailsafe,,,,,,,1,5,3,2,1,munitionsfailsafe,,,
Dale Bennion,512,resistance,kazudaxiono,fireball,57,4,0,0,snapshot,r1j5,contrabandcybernetics,kazsfireball,,,,,,,2,6,0,2,4,,,,
Dale Bennion,512,resistance,elloasty,t70xwing,62,3,0,0,integratedsfoils,patternanalyzer,blackone,,,,,,,,2,4,3,3,5,,,,
Dale Bennion,512,resistance,colossusstationmechanic,fireball,32,2,0,0,r5astromech,deadmansswitch,,,,,,,,,2,6,0,2,2,,,,
Jeff Borrowman,512,resistance,rosetico,resistancetransportpod,31,2,1,3,predator,targetingcomputer,,,,,,,,,2,3,1,2,3,targetingcomputer,,,
Jeff Borrowman,512,resistance,jaycristubbs,t70xwing,53,2,0,0,integratedsfoils,primedthrusters,,,,,,,,,2,4,3,3,1,,,,
Jeff Borrowman,512,resistance,hansolo-scavengedyt1300,scavengedyt1300,73,3,0,0,trickshot,contrabandcybernetics,reysmillenniumfalcon,,,,,,,,1,8,3,3,6,,,,
Jeff Borrowman,512,resistance,ronithblario,rz2awing,40,1,0,0,primedthrusters,,,,,,,,,,3,2,2,2,2,,,,
Damian Robinson,512,rebelalliance,redsquadronveteran,t65xwing,56,3,0,0,plasmatorpedoes,staticdischargevanes,servomotorsfoils,,,,,,,,2,4,2,3,3,,,,
Damian Robinson,512,rebelalliance,airencracken,z95af4headhunter,39,1,0,0,intimidation,,,,,,,,,,2,2,2,2,5,,,,
Damian Robinson,512,rebelalliance,ezrabridger-sheathipedeclassshuttle,sheathipedeclassshuttle,49,2,0,0,leiaorgana,phantom,,,,,,,,,2,4,1,2,3,,,,
Damian Robinson,512,rebelalliance,wedgeantilles,t65xwing,55,1,0,0,servomotorsfoils,,,,,,,,,,2,4,2,3,6,,,,
Andrew Lippens,512,rebelalliance,landocalrissian-modifiedyt1300lightfreighter,modifiedyt1300lightfreighter,101,6,0,0,protonrockets,chopper-crew,niennunb,tacticalscrambler,stealthdevice,millenniumfalcon,,,,,1,8,5,3,5,,,,
Andrew Lippens,512,rebelalliance,ezrabridger-tielnfighter,tielnfighter,31,0,0,0,,,,,,,,,,,3,3,0,2,3,,,,
Andrew Lippens,512,rebelalliance,corranhorn,ewing,66,0,0,0,,,,,,,,,,,3,3,3,3,5,,,,
Fengel,512,galacticempire,seventhsister,tieadvancedv1,59,1,0,0,supernaturalreflexes,,,,,,,,,,3,2,2,2,4,,,,
Fengel,512,galacticempire,turrphennir,tieininterceptor,42,0,0,0,,,,,,,,,,,3,3,0,3,4,,,,
Fengel,512,galacticempire,majorrhymer,tiesabomber,42,1,0,0,clustermissiles,,,,,,,,,,2,6,0,2,4,,,,
Fengel,512,galacticempire,omicrongrouppilot,lambdaclasst4ashuttle,57,3,0,0,deathtroopers,shieldupgrade,st321,,,,,,,,1,6,5,3,1,,,,
Ellen Ce,512,scumandvillainy,zealousrecruit,fangfighter,41,0,0,0,,,,,,,,,,,3,4,0,3,1,,,,
Ellen Ce,512,scumandvillainy,kavil,btla4ywing,56,3,0,0,ioncannonturret,r4astromech,afterburners,,,,,,,,1,6,2,2,5,,,,
Ellen Ce,512,scumandvillainy,ndrusuhlak,z95af4headhunter,30,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
Ellen Ce,512,scumandvillainy,unkarplutt,quadrijettransferspacetug,47,3,0,0,patternanalyzer,ionbombs,afterburners,,,,,,,,2,5,0,2,2,,,,
Ellen Ce,512,scumandvillainy,blacksunsoldier,z95af4headhunter,24,0,0,0,,,,,,,,,,,2,2,2,2,3,,,,
Merrick Kemp,512,galacticempire,lieutenantkarsabi,alphaclassstarwing,56,5,2,6,outmaneuver,trajectorysimulator,iontorpedoes,munitionsfailsafe,xg1assaultconfiguration,,,,,,2,4,3,2,3,trajectorysimulator,xg1assaultconfiguration,,
Merrick Kemp,512,galacticempire,scarifbasepilot,tiereaper,46,1,0,0,ministertua,,,,,,,,,,1,6,2,3,1,,,,
Merrick Kemp,512,galacticempire,majorvermeil,tiereaper,49,0,0,0,,,,,,,,,,,1,6,2,3,4,,,,
Merrick Kemp,512,galacticempire,doubleedge,tieagaggressor,48,3,0,0,snapshot,ioncannonturret,protonrockets,,,,,,,,2,4,1,2,2,,,,
Chris Donahue,512,firstorder,majorvonreg,tiebainterceptor,71,3,0,0,daredevil,advancedoptics,shieldupgrade,,,,,,,,3,2,3,3,6,,,,
Chris Donahue,512,firstorder,lieutenantlehuse,tiesffighter,71,5,0,0,trickshot,primedthrusters,concussionmissiles,hotshotgunner,collisiondetector,,,,,,2,3,3,2,5,,,,
Chris Donahue,512,firstorder,muse,tiefofighter,30,0,0,0,,,,,,,,,,,3,3,1,2,2,,,,
Chris Donahue,512,firstorder,zetasquadronpilot,tiefofighter,26,0,0,0,,,,,,,,,,,3,3,1,2,2,,,,
RoelBesters,512,firstorder,kyloren,tievnsilencer,96,4,0,0,hate,patternanalyzer,iontorpedoes,magpulsewarheads,,,,,,,3,4,2,3,5,,,,
RoelBesters,512,firstorder,captaincardinal,upsilonclassshuttle,72,2,0,0,captainphasma,heavylasercannon,,,,,,,,,1,6,6,4,4,,,,
RoelBesters,512,firstorder,null,tiefofighter,30,0,0,0,,,,,,,,,,,3,3,1,2,0,,,,
Tad Wesley,512,rebelalliance,cavernangelszealot,t65xwing,64,5,1,3,deadmansswitch,protontorpedoes,r2astromech,targetingcomputer,servomotorsfoils,,,,,,2,4,2,3,1,targetingcomputer,,,
Tad Wesley,512,rebelalliance,esegetuketu,btls8kwing,91,6,0,0,iontorpedoes,homingmissiles,bistan,perceptivecopilot,proximitymines,clustermines,,,,,1,6,3,2,3,,,,
Tad Wesley,512,rebelalliance,lieutenantblount,z95af4headhunter,45,3,0,0,selfless,concussionmissiles,stealthdevice,,,,,,,,2,2,2,2,4,,,,
Ben Pappas,512,rebelalliance,bluesquadronpilot,asf01bwing,55,4,1,3,passivesensors,advprotontorpedoes,targetingcomputer,stabilizedsfoils,,,,,,,1,4,4,3,2,targetingcomputer,,,
Ben Pappas,512,rebelalliance,gavindarklighter,ewing,86,4,0,0,firecontrolsystem,protontorpedoes,r4astromech,shieldupgrade,,,,,,,3,3,4,3,4,,,,
Ben Pappas,512,rebelalliance,sabinewren,attackshuttle,57,3,0,0,debrisgambit,leiaorgana,ioncannonturret,,,,,,,,2,3,1,3,3,,,,
AaronChambers,512,scumandvillainy,toranikulda,m12lkimogilafighter,60,4,0,0,iontorpedoes,r5tk,deadmansswitch,shieldupgrade,,,,,,,1,7,3,3,4,,,,
AaronChambers,512,scumandvillainy,dalanoberos-starviperclassattackplatform,starviperclassattackplatform,68,2,0,0,iontorpedoes,virago,,,,,,,,,3,4,2,3,4,,,,
AaronChambers,512,scumandvillainy,lattsrazzi,yv666lightfreighter,72,4,0,0,ioncannon,homingmissiles,tobiasbeckett,electronicbaffle,,,,,,,1,9,3,3,3,,,,
Ryan Crocker,512,scumandvillainy,crymorahgoon,btla4ywing,32,2,0,0,bt1,r5tk,,,,,,,,,1,6,2,2,1,,,,
Ryan Crocker,512,scumandvillainy,landocalrissian-escapecraft,escapecraft,29,0,0,0,,,,,,,,,,,2,2,2,2,4,,,,
Ryan Crocker,512,scumandvillainy,ig88a,aggressorassaultfighter,80,3,0,0,collisiondetector,ionbombs,ig2000,,,,,,,,3,5,3,3,4,,,,
Ryan Crocker,512,scumandvillainy,kavil,btla4ywing,57,3,0,0,lonewolf,dorsalturret,proximitymines,,,,,,,,1,6,2,2,5,,,,
Joshua Bray,512,scumandvillainy,kathscarlet,firesprayclasspatrolcraft,83,3,0,0,heavylasercannon,000,slavei,,,,,,,,2,6,4,3,4,,,,
Joshua Bray,512,scumandvillainy,guri,starviperclassattackplatform,64,0,0,0,,,,,,,,,,,3,4,1,3,5,,,,
Joshua Bray,512,scumandvillainy,landocalrissian,customizedyt1300lightfreighter,49,0,0,0,,,,,,,,,,,1,8,3,2,4,,,,
Alex Smittle ,512,galacticempire,cutlasssquadronpilot,tiecapunisher,43,1,0,0,protonrockets,,,,,,,,,,1,6,3,2,2,,,,
Alex Smittle ,512,galacticempire,mornakee,vt49decimator,75,0,0,0,,,,,,,,,,,0,12,4,3,4,,,,
Alex Smittle ,512,galacticempire,darthvader,tieadvancedx1,81,3,0,0,passivesensors,homingmissiles,afterburners,,,,,,,,3,3,2,2,6,,,,
Jamie Bruce,512,galacticempire,doubleedge,tieagaggressor,29,0,0,0,,,,,,,,,,,2,4,1,2,2,,,,
Jamie Bruce,512,galacticempire,countessryad,tieddefender,83,2,0,0,ruthless,jammingbeam,,,,,,,,,3,3,4,3,4,,,,
Jamie Bruce,512,galacticempire,gammasquadronace,tiesabomber,30,0,0,0,,,,,,,,,,,2,6,0,2,3,,,,
Jamie Bruce,512,galacticempire,majorvermeil,tiereaper,58,1,0,0,seventhsister,,,,,,,,,,1,6,2,3,4,,,,
Will Frost,512,firstorder,rush,tievnsilencer,57,0,0,0,,,,,,,,,,,3,4,2,3,2,,,,
Will Frost,512,firstorder,omegasquadronexpert,tiesffighter,38,1,0,0,ionmissiles,,,,,,,,,,2,3,3,2,3,,,,
Will Frost,512,firstorder,ember,tiebainterceptor,52,0,0,0,,,,,,,,,,,3,2,2,3,4,,,,
Will Frost,512,firstorder,quickdraw,tiesffighter,51,1,0,0,shieldupgrade,,,,,,,,,,2,3,4,2,6,,,,
Brandon Carey,512,scumandvillainy,moraloeval,yv666lightfreighter,89,4,0,0,perceptivecopilot,gnkgonkdroid,feedbackarray,electronicbaffle,,,,,,,1,9,3,3,4,,,,
Brandon Carey,512,scumandvillainy,torkilmux,hwk290lightfreighter,59,2,0,0,seismiccharges,moldycrow,,,,,,,,,2,3,2,2,2,,,,
Brandon Carey,512,scumandvillainy,miningguildsentry,modifiedtielnfighter,22,0,0,0,,,,,,,,,,,3,3,0,2,1,,,,
Brandon Carey,512,scumandvillainy,sunnybounder,m3ainterceptor,30,1,0,0,autoblasters,,,,,,,,,,3,3,1,2,1,,,,
Alejandro Sparano,512,rebelalliance,bladesquadronveteran,asf01bwing,48,1,0,0,iontorpedoes,,,,,,,,,,1,4,4,3,3,,,,
Alejandro Sparano,512,rebelalliance,ibtisam,arc170starfighter,58,4,1,7,landocalrissian,hotshotgunner,tacticalscrambler,composure,,,,,,,1,6,3,3,3,hotshotgunner,,,
Alejandro Sparano,512,rebelalliance,esegetuketu,btls8kwing,93,5,0,0,kananjarrus,electroprotonbomb,ezrabridger,clustermissiles,iontorpedoes,,,,,,1,6,3,2,3,,,,
Michael King,512,galacticrepublic,squadsevenveteran,arc170starfighter,67,5,1,1,trickshot,advprotontorpedoes,seventhfleetgunner,r3astromech,delayedfuses,,,,,,1,6,3,3,3,delayedfuses,,,
Michael King,512,galacticrepublic,104thbattalionpilot,arc170starfighter,57,3,0,0,advprotontorpedoes,r4p17,stealthdevice,,,,,,,,1,6,3,3,2,,,,
Michael King,512,galacticrepublic,barrissoffee,delta7aethersprite,71,3,0,0,r2astromech,delta7b,afterburners,,,,,,,,2,3,3,3,4,,,,
Marc de Bruyn,512,galacticempire,redline,tiecapunisher,70,4,0,0,firecontrolsystem,iontorpedoes,ionbombs,shieldupgrade,,,,,,,1,6,4,2,5,,,,
Marc de Bruyn,512,galacticempire,lieutenantkarsabi,alphaclassstarwing,49,3,1,0,passivesensors,plasmatorpedoes,xg1assaultconfiguration,,,,,,,,2,4,3,2,3,xg1assaultconfiguration,,,
Marc de Bruyn,512,galacticempire,onyxsquadronace,tieddefender,80,2,0,0,collisiondetector,jammingbeam,,,,,,,,,3,3,4,3,4,,,,
PoultryBane,512,galacticempire,rhosquadronpilot,alphaclassstarwing,61,7,0,0,swarmtactics,firecontrolsystem,plasmatorpedoes,concussionmissiles,advancedslam,xg1assaultconfiguration,autoblasters,,,,2,4,3,2,3,,,,
PoultryBane,512,galacticempire,nightbeast,tielnfighter,31,1,0,0,afterburners,,,,,,,,,,3,3,0,2,2,,,,
PoultryBane,512,galacticempire,planetarysentinel,tieskstriker,56,3,0,0,fifthbrother,clustermines,stealthdevice,,,,,,,,2,4,0,3,1,,,,
PoultryBane,512,galacticempire,vedfoslo,tieadvancedx1,47,1,0,0,passivesensors,,,,,,,,,,3,3,2,2,4,,,,
The Eagle,512,galacticempire,sabersquadronace,tieininterceptor,36,0,0,0,,,,,,,,,,,3,3,0,3,4,,,,
The Eagle,512,galacticempire,tomaxbren,tiesabomber,55,4,0,0,ruthless,protonrockets,connernets,afterburners,,,,,,,2,6,0,2,5,,,,
The Eagle,512,galacticempire,coloneljendon,lambdaclasst4ashuttle,64,3,0,0,autoblasters,seventhsister,st321,,,,,,,,1,6,4,3,3,,,,
The Eagle,512,galacticempire,idenversio,tielnfighter,44,1,0,0,elusive,,,,,,,,,,3,3,0,2,4,,,,
Plammi,512,firstorder,zetasquadronsurvivor,tiesffighter,58,4,0,0,patternanalyzer,homingmissiles,specialforcesgunner,staticdischargevanes,,,,,,,2,3,3,2,2,,,,
Plammi,512,firstorder,recoil,tievnsilencer,72,2,0,0,daredevil,protontorpedoes,,,,,,,,,3,4,2,3,4,,,,
Plammi,512,firstorder,avenger,tievnsilencer,63,2,0,0,intimidation,advancedoptics,,,,,,,,,3,4,2,3,3,,,,
DukeofHobbies,512,galacticrepublic,anakinskywalker-nabooroyaln1starfighter,nabooroyaln1starfighter,49,2,0,0,crackshot,r2astromech,,,,,,,,,2,3,2,2,4,,,,
DukeofHobbies,512,galacticrepublic,padmeamidala,nabooroyaln1starfighter,62,2,0,0,advancedsensors,r2astromech,,,,,,,,,2,3,2,2,4,,,,
DukeofHobbies,512,galacticrepublic,104thbattalionpilot,arc170starfighter,42,0,0,0,,,,,,,,,,,1,6,3,3,2,,,,
DukeofHobbies,512,galacticrepublic,barrissoffee,delta7aethersprite,45,1,0,0,c110p,,,,,,,,,,3,3,1,2,4,,,,
BobbyMoose,512,firstorder,tn3465,tiefofighter,28,0,0,0,,,,,,,,,,,3,3,1,2,2,,,,
BobbyMoose,512,firstorder,captainphasma,tiesffighter,56,4,1,2,outmaneuver,skilledbombardier,passivesensors,stealthdevice,,,,,,,2,3,3,2,4,skilledbombardier,,,
BobbyMoose,512,firstorder,longshot,tiefofighter,44,2,0,0,patternanalyzer,shieldupgrade,,,,,,,,,3,3,2,2,3,,,,
BobbyMoose,512,firstorder,zetasquadronsurvivor,tiesffighter,42,1,0,0,specialforcesgunner,,,,,,,,,,2,3,3,2,2,,,,
BobbyMoose,512,firstorder,lieutenantrivas,tiefofighter,27,0,0,0,,,,,,,,,,,3,3,1,2,1,,,,
Shaun Pretorius,512,firstorder,holo,tiebainterceptor,76,4,0,0,debrisgambit,advancedoptics,magpulsewarheads,stealthdevice,,,,,,,3,2,2,3,5,,,,
Shaun Pretorius,512,firstorder,captaincardinal,upsilonclassshuttle,78,5,0,0,biohexacryptcodes,captainphasma,informant,freelanceslicer,firecontrolsystem,,,,,,1,6,6,4,4,,,,
Shaun Pretorius,512,firstorder,omegasquadronexpert,tiesffighter,44,1,0,0,specialforcesgunner,,,,,,,,,,2,3,3,2,3,,,,
Simon Heath,512,rebelalliance,sharabey,arc170starfighter,82,4,0,0,plasmatorpedoes,freelanceslicer,ezrabridger,r5d8,,,,,,,1,6,3,3,4,,,,
Simon Heath,512,rebelalliance,gavindarklighter,ewing,67,1,0,0,collisiondetector,,,,,,,,,,3,3,3,3,4,,,,
Simon Heath,512,rebelalliance,hortonsalm,btla4ywing,49,3,0,0,ioncannonturret,protonbombs,skilledbombardier,,,,,,,,1,6,2,2,4,,,,
Sondre Auestad,512,rebelalliance,herasyndulla-vcx100lightfreighter,vcx100lightfreighter,125,9,0,0,marksmanship,advancedsensors,protontorpedoes,dorsalturret,seasonednavigator,sawgerrera,shieldupgrade,hotshotgunner,ghost,,0,10,5,4,5,,,,
Sondre Auestad,512,rebelalliance,rebelscout,hwk290lightfreighter,73,5,0,0,proximitymines,kananjarrus,hullupgrade,engineupgrade,moldycrow,,,,,,2,4,2,2,2,,,,
Katherine Cr,512,galacticempire,captainjonus,tiesabomber,83,6,0,0,debrisgambit,advprotontorpedoes,ionmissiles,magpulsewarheads,connernets,electroprotonbomb,,,,,2,6,0,2,4,,,,
Katherine Cr,512,galacticempire,sabersquadronace,tieininterceptor,48,2,0,0,lonewolf,hullupgrade,,,,,,,,,3,4,0,3,4,,,,
Katherine Cr,512,galacticempire,soontirfel,tieininterceptor,69,3,0,0,outmaneuver,shieldupgrade,electronicbaffle,,,,,,,,3,3,1,3,6,,,,
Ryan Burnett,512,separatistalliance,petranakiarenaace,nantexclassstarfighter,40,1,0,0,predator,,,,,,,,,,3,4,0,3,4,,,,
Ryan Burnett,512,separatistalliance,gorgol,nantexclassstarfighter,38,1,0,0,treacherous,,,,,,,,,,3,4,0,3,2,,,,
Ryan Burnett,512,separatistalliance,precisehunter,vultureclassdroidfighter,28,1,0,0,hullupgrade,,,,,,,,,,2,4,0,2,3,,,,
Ryan Burnett,512,separatistalliance,countdooku,sithinfiltrator,93,6,0,0,proximitymines,heightenedperception,munitionsfailsafe,kraken,scimitar,advprotontorpedoes,,,,,1,6,4,3,3,,,,
Brendan Morrissey,512,firstorder,lieutenantlehuse,tiesffighter,52,2,0,0,outmaneuver,protonrockets,,,,,,,,,2,3,3,2,5,,,,
Brendan Morrissey,512,firstorder,zetasquadronpilot,tiefofighter,26,0,0,0,,,,,,,,,,,3,3,1,2,2,,,,
Brendan Morrissey,512,firstorder,pettyofficerthanisson,upsilonclassshuttle,68,2,0,0,captainphasma,stealthdevice,,,,,,,,,1,6,6,4,1,,,,
Brendan Morrissey,512,firstorder,commandermalarus,tiefofighter,50,2,0,0,outmaneuver,targetingsynchronizer,,,,,,,,,3,3,1,2,5,,,,
James Carman,512,galacticrepublic,bravoflightofficer,nabooroyaln1starfighter,45,2,0,0,collisiondetector,iontorpedoes,,,,,,,,,2,3,2,2,2,,,,
James Carman,512,galacticrepublic,plokoon,delta7aethersprite,58,3,0,0,foresight,r2a6,calibratedlasertargeting,,,,,,,,3,3,1,2,5,,,,
James Carman,512,galacticrepublic,obiwankenobi,delta7aethersprite,52,1,0,0,calibratedlasertargeting,,,,,,,,,,3,3,1,2,5,,,,
James Carman,512,galacticrepublic,padmeamidala,nabooroyaln1starfighter,45,0,0,0,,,,,,,,,,,2,3,2,2,4,,,,
Alex Jean,512,rebelalliance,corranhorn,ewing,75,1,0,0,r2astromech,,,,,,,,,,3,3,3,3,5,,,,
Alex Jean,512,rebelalliance,garvendreis,arc170starfighter,53,1,0,0,debrisgambit,,,,,,,,,,1,6,3,3,4,,,,
Alex Jean,512,rebelalliance,greensquadronpilot,rz1awing,36,1,0,0,ionmissiles,,,,,,,,,,3,2,2,2,3,,,,
Alex Jean,512,rebelalliance,goldsquadronveteran,btla4ywing,32,0,0,0,,,,,,,,,,,1,6,2,2,3,,,,
"Rolando ""roshow"" Garcia",512,galacticempire,alphasquadronpilot,tieininterceptor,31,0,0,0,,,,,,,,,,,3,3,0,3,1,,,,
"Rolando ""roshow"" Garcia",512,galacticempire,vagabond,tieskstriker,39,2,0,0,crackshot,seismiccharges,,,,,,,,,2,4,0,3,2,,,,
"Rolando ""roshow"" Garcia",512,galacticempire,deathrain,tiecapunisher,74,5,0,0,trajectorysimulator,iontorpedoes,protonrockets,clustermissiles,ionbombs,,,,,,1,6,3,2,4,,,,
"Rolando ""roshow"" Garcia",512,galacticempire,lieutenantsai,lambdaclasst4ashuttle,56,1,0,0,admiralsloane,,,,,,,,,,1,6,4,3,3,,,,
Jon Conley,512,firstorder,backdraft,tiesffighter,78,6,0,0,snapshot,primedthrusters,concussionmissiles,specialforcesgunner,collisiondetector,electronicbaffle,,,,,2,3,3,2,4,,,,
Jon Conley,512,firstorder,zetasquadronpilot,tiefofighter,32,1,0,0,targetingsynchronizer,,,,,,,,,,3,3,1,2,2,,,,
Jon Conley,512,firstorder,lieutenanttavson,upsilonclassshuttle,90,5,1,1,supremeleadersnoke,freelanceslicer,tractorbeam,collisiondetector,munitionsfailsafe,,,,,,1,6,6,4,3,munitionsfailsafe,,,
Daniel McCarthy,512,galacticrepublic,sinker,arc170starfighter,74,3,0,0,protontorpedoes,seasonednavigator,electronicbaffle,,,,,,,,1,6,3,3,3,,,,
Daniel McCarthy,512,galacticrepublic,saeseetiin,delta7aethersprite,68,2,0,0,precognitivereflexes,delta7b,,,,,,,,,2,3,3,3,4,,,,
Daniel McCarthy,512,galacticrepublic,bravoflightofficer,nabooroyaln1starfighter,54,3,0,0,firecontrolsystem,r2a6,protontorpedoes,,,,,,,,2,3,2,2,2,,,,
Nicholas Miller,512,firstorder,sienarjaemusengineer,tievnsilencer,60,1,0,0,plasmatorpedoes,,,,,,,,,,3,4,2,3,1,,,,
Nicholas Miller,512,firstorder,majorvonreg,tiebainterceptor,70,2,0,0,lonewolf,stealthdevice,,,,,,,,,3,2,2,3,6,,,,
Nicholas Miller,512,firstorder,rush,tievnsilencer,70,2,0,0,primedthrusters,protonrockets,,,,,,,,,3,4,2,3,2,,,,
Kris Erickson,512,resistance,hansolo-scavengedyt1300,scavengedyt1300,80,2,0,0,concussionmissiles,rosetico,,,,,,,,,1,8,3,3,6,,,,
Kris Erickson,512,resistance,colossusstationmechanic,fireball,36,3,0,0,r5x3,advancedslam,kazsfireball,,,,,,,,2,6,0,2,2,,,,
Kris Erickson,512,resistance,covanell,resistancetransport,49,2,0,0,patternanalyzer,r1j5,,,,,,,,,1,5,3,2,4,,,,
Kris Erickson,512,resistance,jarekyeager,fireball,33,0,0,0,,,,,,,,,,,2,6,0,2,5,,,,
Andrew Symons,512,resistance,lulolampar,rz2awing,53,2,0,0,homingmissiles,patternanalyzer,,,,,,,,,3,2,2,2,5,,,,
Andrew Symons,512,resistance,jarekyeager,fireball,33,0,0,0,,,,,,,,,,,2,6,0,2,5,,,,
Andrew Symons,512,resistance,colossusstationmechanic,fireball,26,0,0,0,,,,,,,,,,,2,6,0,2,2,,,,
Andrew Symons,512,resistance,elloasty,t70xwing,55,1,0,0,integratedsfoils,,,,,,,,,,2,4,3,3,5,,,,
Andrew Symons,512,resistance,finn,resistancetransportpod,33,1,0,0,advancedoptics,,,,,,,,,,2,3,1,2,2,,,,
cody wood,512,scumandvillainy,kavil,btla4ywing,55,4,1,1,dorsalturret,dengar,r4astromech,munitionsfailsafe,,,,,,,1,6,2,2,5,munitionsfailsafe,,,
cody wood,512,scumandvillainy,captainjostero,kihraxzfighter,48,1,0,0,afterburners,,,,,,,,,,2,5,1,3,3,,,,
cody wood,512,scumandvillainy,ig88c,aggressorassaultfighter,70,3,0,0,tractorbeam,deadmansswitch,ig2000,,,,,,,,3,5,3,3,4,,,,
cody wood,512,scumandvillainy,l337-escapecraft,escapecraft,26,0,0,0,,,,,,,,,,,2,2,2,2,2,,,,
Kevin Brimage,512,galacticrepublic,bravoflightofficer,nabooroyaln1starfighter,42,2,0,0,passivesensors,iontorpedoes,,,,,,,,,2,3,2,2,2,,,,
Kevin Brimage,512,galacticrepublic,ricolie,nabooroyaln1starfighter,56,3,0,0,crackshot,r2astromech,advprotontorpedoes,,,,,,,,2,3,2,2,5,,,,
Kevin Brimage,512,galacticrepublic,saeseetiin,delta7aethersprite,49,2,0,0,r3astromech,calibratedlasertargeting,,,,,,,,,3,3,1,2,4,,,,
Kevin Brimage,512,galacticrepublic,luminaraunduli,delta7aethersprite,52,1,0,0,r2astromech,,,,,,,,,,3,3,1,2,4,,,,
Matt Latall,512,galacticempire,sienarspecialist,tieagaggressor,36,2,0,0,ionmissiles,stealthdevice,,,,,,,,,2,4,1,2,2,,,,
Matt Latall,512,galacticempire,captainjonus,tiesabomber,57,2,0,0,plasmatorpedoes,seismiccharges,,,,,,,,,2,6,0,2,4,,,,
Matt Latall,512,galacticempire,duchess,tieskstriker,59,3,0,0,lonewolf,proximitymines,shieldupgrade,,,,,,,,2,4,1,3,5,,,,
Matt Latall,512,galacticempire,nusquadronpilot,alphaclassstarwing,41,3,0,0,passivesensors,iontorpedoes,os1arsenalloadout,,,,,,,,2,4,3,2,2,,,,
Zach Huffines,512,scumandvillainy,overseeryushyn,modifiedtielnfighter,26,0,0,0,,,,,,,,,,,3,3,0,2,2,,,,
Zach Huffines,512,scumandvillainy,toranikulda,m12lkimogilafighter,59,3,0,0,marksmanship,inertialdampeners,ablativeplating,,,,,,,,1,7,2,3,4,,,,
Zach Huffines,512,scumandvillainy,unkarplutt,quadrijettransferspacetug,35,1,0,0,patternanalyzer,,,,,,,,,,2,5,0,2,2,,,,
Zach Huffines,512,scumandvillainy,ketsuonyo,lancerclasspursuitcraft,76,4,0,0,contrabandcybernetics,deadmansswitch,tacticalscrambler,shadowcaster,,,,,,,2,8,2,3,5,,,,
Preston Person,512,rebelalliance,evaanverlaine,btla4ywing,76,5,0,0,dorsalturret,advprotontorpedoes,r3astromech,seismiccharges,lukeskywalker,,,,,,1,6,2,2,3,,,,
Preston Person,512,rebelalliance,lothalrebel,vcx100lightfreighter,70,1,0,0,shieldupgrade,,,,,,,,,,0,10,5,4,2,,,,
Preston Person,512,rebelalliance,lowhhrick,auzituckgunship,52,0,0,0,,,,,,,,,,,1,6,2,3,3,,,,
Tom Candlin,512,scumandvillainy,ndrusuhlak,z95af4headhunter,36,1,0,0,stealthdevice,,,,,,,,,,2,2,2,2,4,,,,
Tom Candlin,512,scumandvillainy,foremanproach,modifiedtielnfighter,39,1,0,0,hullupgrade,,,,,,,,,,3,4,0,2,4,,,,
Tom Candlin,512,scumandvillainy,dacebonearm,hwk290lightfreighter,54,2,0,0,intimidation,moldycrow,,,,,,,,,2,3,2,2,4,,,,
Tom Candlin,512,scumandvillainy,moraloeval,yv666lightfreighter,71,1,0,0,000,,,,,,,,,,1,9,3,3,4,,,,
"Tim ""timathius"" Hilton",512,galacticrepublic,redsquadronbomber,btlbywing,39,2,0,0,ioncannonturret,r4pastromech,,,,,,,,,1,5,3,2,2,,,,
"Tim ""timathius"" Hilton",512,galacticrepublic,dineeellberger,nabooroyaln1starfighter,47,1,0,0,plasmatorpedoes,,,,,,,,,,2,3,2,2,3,,,,
"Tim ""timathius"" Hilton",512,galacticrepublic,104thbattalionpilot,arc170starfighter,48,1,0,0,r2a6,,,,,,,,,,1,6,3,3,2,,,,
"Tim ""timathius"" Hilton",512,galacticrepublic,oddball-btlbywing,btlbywing,63,4,0,0,ioncannonturret,iontorpedoes,skilledbombardier,proximitymines,,,,,,,1,5,3,2,5,,,,
